DADO COMPLETO,CEP,RUA,BAIRRO,TIPO DE SUBDIVISÃO,SUBDIVISÕES,MUNICÍPIO,ESTADO
50830280Vila Miami,50830280,Vila Miami,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830290Rua Miami,50830290,Rua Miami,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830300Rua da Bacia,50830300,Rua da Bacia,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830310Rua Piuma,50830310,Rua Piuma,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830320Rua Piraíba,50830320,Rua Piraíba,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830330Rua Leônidas Amaral,50830330,Rua Leônidas Amaral,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830340Rua Muriaé,50830340,Rua Muriaé,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830350Rua do Viveiro,50830350,Rua do Viveiro,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830360Travessa do Viveiro,50830360,Travessa do Viveiro,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830370Rua Professor Frederico Cúrio,50830370,Rua Professor Frederico Cúrio,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830380Rua Coronel Alfredo Duarte,50830380,Rua Coronel Alfredo Duarte,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830390Rua Major Justino da Silveira,50830390,Rua Major Justino da Silveira,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830400Rua Sargento Wolff,50830400,Rua Sargento Wolff,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830410Rua Joinville,50830410,Rua Joinville,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830420Rua Escritor Álvaro Lins,50830420,Rua Escritor Álvaro Lins,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830430Rua Coronel Oliveira,50830430,Rua Coronel Oliveira,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830440Rua Coroatá,50830440,Rua Coroatá,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830460Rua Crucilândia,50830460,Rua Crucilândia,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830461Travessa Crucilândia,50830461,Travessa Crucilândia,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830470Rua Florentino Olímpio dos Santos,50830470,Rua Florentino Olímpio dos Santos,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830480Rua General Antônio Sampaio,50830480,Rua General Antônio Sampaio,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830490Rua Jandaia,50830490,Rua Jandaia,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830500Rua Armando Burle,50830500,Rua Armando Burle,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830501Travessa Armando Burle,50830501,Travessa Armando Burle,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830510Rua Joselândia,50830510,Rua Joselândia,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830530Rua São Felipe,50830530,Rua São Felipe,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830540Rua Três de Agosto,50830540,Rua Três de Agosto,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830550Rua Holmes Fontes,50830550,Rua Holmes Fontes,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
508305601ª Travessa Holmes Fontes,50830560,1ª Travessa Holmes Fontes,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
508305702ª Travessa Holmes Fontes,50830570,2ª Travessa Holmes Fontes,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
508305753ª Travessa Holmes Fontes,50830575,3ª Travessa Holmes Fontes,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830590Rua Amambi,50830590,Rua Amambi,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830610Rua Manoel Ferreira de Moraes,50830610,Rua Manoel Ferreira de Moraes,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830630Rua da Volta,50830630,Rua da Volta,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830640Rua Piriá,50830640,Rua Piriá,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830700Rua Japomim,50830700,Rua Japomim,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830720Rua Escritor Alexandre Neptuno,50830720,Rua Escritor Alexandre Neptuno,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830730Rua Professor Francisco Figueiredo,50830730,Rua Professor Francisco Figueiredo,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830770Beco da Imeca,50830770,Beco da Imeca,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850000Rua São Miguel,50850000,Rua São Miguel,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850010Rua Doutor Odilon Lima,50850010,Rua Doutor Odilon Lima,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850020Rua Barão de Japaraná,50850020,Rua Barão de Japaraná,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850021Rua da Luta,50850021,Rua da Luta,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850022Rua do Mangue,50850022,Rua do Mangue,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850023Rua da Vitória,50850023,Rua da Vitória,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850030Rua Carlos Pena Filho,50850030,Rua Carlos Pena Filho,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850040Rua Manoel Lubambo,50850040,Rua Manoel Lubambo,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850050Rua General Valdemar Rocha,50850050,Rua General Valdemar Rocha,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850060Rua General Souza Doca,50850060,Rua General Souza Doca,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850062Praça do E m i,50850062,Praça do E m i,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850070Rua General Xavier de Barros,50850070,Rua General Xavier de Barros,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850080Rua Dona Maria de Ângelis,50850080,Rua Dona Maria de Ângelis,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850090Rua Arnaldo Pimentel,50850090,Rua Arnaldo Pimentel,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850091Rua Catende,50850091,Rua Catende,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850100Rua Luiz Pereira de Farias,50850100,Rua Luiz Pereira de Farias,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850110Rua Lauro Sodré,50850110,Rua Lauro Sodré,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
508501122ª Travessa Lauro Sodré,50850112,2ª Travessa Lauro Sodré,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850120Rua Manoel de Albuquerque Fernandes,50850120,Rua Manoel de Albuquerque Fernandes,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850130Rua Carajás,50850130,Rua Carajás,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850140Rua Doutor Robenildo Rocha Leão,50850140,Rua Doutor Robenildo Rocha Leão,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850150Rua Madressilva,50850150,Rua Madressilva,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850160Rua Doutora Itamar de Morais e Silva,50850160,Rua Doutora Itamar de Morais e Silva,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850180Rua Terezinha Lima,50850180,Rua Terezinha Lima,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850190Rua Jovelino Selva,50850190,Rua Jovelino Selva,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850230Rua Alexandre Rodrigues Ferreira,50850230,Rua Alexandre Rodrigues Ferreira,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850250Rua Olegário Mariano,50850250,Rua Olegário Mariano,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
508502751ª Travessa São Miguel,50850275,1ª Travessa São Miguel,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
508502902ª Travessa São Miguel,50850290,2ª Travessa São Miguel,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850350Rua Manoel Rodrigues do Passo,50850350,Rua Manoel Rodrigues do Passo,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850360Rua Daniel Antônio Rodrigues,50850360,Rua Daniel Antônio Rodrigues,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850361Travessa Daniel Antônio Rodrigues,50850361,Travessa Daniel Antônio Rodrigues,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850370Avenida Maestro Nelson Ferreira,50850370,Avenida Maestro Nelson Ferreira,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850380Rua Ipuá,50850380,Rua Ipuá,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850400Rua Vicente Ribeiro de Barros,50850400,Rua Vicente Ribeiro de Barros,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850421Travessa José Francisco,50850421,Travessa José Francisco,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850450Rua Tranquilidade,50850450,Rua Tranquilidade,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850460Rua General Guimarães Cova,50850460,Rua General Guimarães Cova,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850470Rua Rosenildo da Rocha Leão,50850470,Rua Rosenildo da Rocha Leão,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850500Avenida Central,50850500,Avenida Central,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50750051Travessa Rio Araguaia,50750051,Travessa Rio Araguaia,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50770040Rua Pedro Cabral de Oliveira,50770040,Rua Pedro Cabral de Oliveira,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50770690Rua Bezerra da Palma,50770690,Rua Bezerra da Palma,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50750145Estrada do Bongi,50750145,Estrada do Bongi,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50750185Rua Santa Edwirges,50750185,Rua Santa Edwirges,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50750195Rua Maria José de Lima,50750195,Rua Maria José de Lima,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50750205Rua Professor Celestin Malzac,50750205,Rua Professor Celestin Malzac,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50750215Rua Apucarana,50750215,Rua Apucarana,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760010Rua Desembargador Medeiros Correia,50760010,Rua Desembargador Medeiros Correia,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760012Rua Ernesto Cavalcanti,50760012,Rua Ernesto Cavalcanti,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760014Rua Raimundo Jacó,50760014,Rua Raimundo Jacó,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760016Rua Uberaba,50760016,Rua Uberaba,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760251Rua Carlópolis,50760251,Rua Carlópolis,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760252Rua Orlândia,50760252,Rua Orlândia,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760262Rua Guaíba,50760262,Rua Guaíba,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760267Rua Adolfo Bezerra,50760267,Rua Adolfo Bezerra,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50770972Rua São Miguel 516,50770972,Rua São Miguel 516,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50820655Rua Luiz Figueiroa,50820655,Rua Luiz Figueiroa,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830095Rua Mário Libânio,50830095,Rua Mário Libânio,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830185Rua Algodões,50830185,Rua Algodões,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830545Avenida Mustardinha,50830545,Avenida Mustardinha,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830562Rua Padre Teófilo Tworz,50830562,Rua Padre Teófilo Tworz,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850255Rua Bom Jardim,50850255,Rua Bom Jardim,Afogados,Região Político-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
52111000Estrada Velha de Água Fria,52111000,Estrada Velha de Água Fria,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111240Rua Doutor Eudes Costa,52111240,Rua Doutor Eudes Costa,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111241Rua Canastra Severino Augusto Oliveira,52111241,Rua Canastra Severino Augusto Oliveira,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111250Rua José Fernandes de Souza,52111250,Rua José Fernandes de Souza,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111260Beco Cariri,52111260,Beco Cariri,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111270Rua Jurumirim,52111270,Rua Jurumirim,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111271Rua Padre Públio Calado,52111271,Rua Padre Públio Calado,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111280Rua Frei Onofre,52111280,Rua Frei Onofre,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
521112902ª Travessa do Meio,52111290,2ª Travessa do Meio,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111300Travessa do Dowsley,52111300,Travessa do Dowsley,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111301Rua Filismino da Silva,52111301,Rua Filismino da Silva,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111310Rua João Uzêda Luna,52111310,Rua João Uzêda Luna,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111320Rua Nazaré,52111320,Rua Nazaré,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111330Rua Belo Jardim,52111330,Rua Belo Jardim,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111350Rua das Barreiras,52111350,Rua das Barreiras,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111390Rua Aline,52111390,Rua Aline,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111410Avenida Manoel Lopes,52111410,Avenida Manoel Lopes,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111412Rua Ibiapina,52111412,Rua Ibiapina,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111413Rua Lapela,52111413,Rua Lapela,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
521114141ª Travessa Córrego da Calma,52111414,1ª Travessa Córrego da Calma,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111420Rua Soldado Abelardo Rosas,52111420,Rua Soldado Abelardo Rosas,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111430Rua Ladeira de Pedra,52111430,Rua Ladeira de Pedra,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111431Rua Arenópolis,52111431,Rua Arenópolis,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111432Rua da Cutia,52111432,Rua da Cutia,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111433Rua Sabinópolis,52111433,Rua Sabinópolis,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111434Rua Saquarema,52111434,Rua Saquarema,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111435Travessa Sabinópolis,52111435,Travessa Sabinópolis,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111437Rua do Colégio,52111437,Rua do Colégio,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111440Rua Penápolis,52111440,Rua Penápolis,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111450Rua São Lucas,52111450,Rua São Lucas,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111460Rua São Braz,52111460,Rua São Braz,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111470Vila Nossa Senhora da Conceição,52111470,Vila Nossa Senhora da Conceição,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111474Rua Maria Augusta,52111474,Rua Maria Augusta,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111480Rua Botovi,52111480,Rua Botovi,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111490Rua Dezessete,52111490,Rua Dezessete,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111500Rua Avelar,52111500,Rua Avelar,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
521115012ª Travessa Avelar,52111501,2ª Travessa Avelar,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111511Rua Dez de Janeiro,52111511,Rua Dez de Janeiro,Água Fria,Região Político-Administrativa,RPA 02 | Norte,Recife,Pernambuco
